,JKT,JKM,GRS,HARGA,LT,LB
3769,3,2,2,2.7,141,98
3770,3,2,1,2.45,135,200
3771,4,4,4,7.0,443,250
3772,2,1,0,0.8,85,61
3773,4,2,4,5.95,300,200
3774,4,3,1,3.2,98,50
3775,2,2,0,1.45,100,77
3776,3,3,1,1.6,117,80
3777,2,2,1,1.49,160,120
3778,5,4,0,3.5,241,280
3779,3,3,1,2.65,153,153
3780,7,4,2,8.0,443,300
3781,4,3,0,4.0,303,350
3782,5,4,2,5.0,132,300
3786,8,5,0,2.8,355,500
3787,3,2,0,2.0,100,165
3788,3,2,0,2.1,98,196
3789,6,2,6,19.5,616,375
3790,2,1,1,0.45,60,38
3794,3,2,0,12.0,453,350
3795,5,3,0,5.0,248,200
3797,3,2,0,0.55,68,68
3798,2,2,0,1.95,59,56
3800,2,2,0,1.7,137,100
3805,6,3,3,4.0,432,300
3807,2,2,1,1.6,163,100
3808,7,4,2,4.25,215,400
3811,2,2,1,1.8,110,60
3812,6,4,2,3.99,435,300
3813,5,3,0,1.6,121,240
3814,3,1,0,2.5,280,210
3817,3,2,2,7.5,361,339
3818,5,4,3,6.9,402,540
3820,5,3,1,7.8,309,245
3821,2,2,1,1.3,88,58
3822,5,3,1,4.5,309,330
3826,8,3,5,10.0,404,200
3827,4,1,0,0.7,48,96
3828,4,2,2,5.0,239,208
3831,4,2,0,12.0,327,250
3832,8,4,3,3.7,400,150
3834,3,2,0,3.7,136,280
3835,4,4,0,3.5,280,219
3836,5,4,0,6.5,309,350
3837,4,3,2,4.0,303,350
3841,3,3,0,2.2,152,152
3842,3,1,0,0.75,87,174
3847,7,4,2,4.25,250,400
3848,2,1,0,0.65,78,90
3849,6,4,4,4.5,321,250
3851,6,3,3,2.6,176,400
3854,3,3,2,1.95,124,140
3855,3,2,2,4.8,269,150
3856,4,3,2,12.0,603,300
3859,2,1,0,0.8,51,51
3860,4,2,2,4.25,418,260
3861,4,2,1,4.2,297,220
3862,7,2,2,3.5,289,200
3864,3,2,0,9.2,427,200
3865,3,2,1,0.999,65,73
3866,4,3,0,1.75,143,100
3868,5,3,3,7.5,462,550
3869,3,2,2,8.0,395,225
3870,3,1,0,0.58,48,48
3875,3,2,0,1.55,146,154
3882,8,3,1,10.0,404,256
3883,3,1,5,12.0,453,350
3885,3,3,1,2.35,114,215
3886,4,1,0,0.75,48,96
3888,2,2,1,0.7,100,80
3890,5,2,0,2.3,139,100
3893,8,3,2,9.99,404,256
3900,3,2,0,14.0,453,350
3902,2,1,0,0.95,93,82
3903,3,2,0,3.5,225,219
3904,4,3,1,4.0,235,250
3906,5,4,0,3.5,280,219
3907,3,2,0,0.85,100,100
3910,5,2,2,4.5,213,320
3911,3,2,1,3.25,144,190
3915,2,2,1,1.45,160,120
3917,2,2,1,1.25,110,70
3919,3,2,1,1.62,108,79
3920,5,5,4,8.49,490,540
3922,3,1,1,2.3,85,157
3923,3,1,0,2.3,85,157
3925,3,2,0,1.95,140,140
3926,4,4,0,2.1,100,100
3927,6,7,0,0.55,60,120
3928,5,3,1,4.0,209,170
3930,4,1,0,0.605,115,100
3931,2,1,1,1.5,72,45
3934,3,3,2,1.9,205,300
3935,3,2,0,2.35,108,96
3936,2,2,1,1.5,83,70
3937,3,1,0,0.32,78,90
3939,5,4,1,2.9,210,250
3940,4,2,1,2.5,166,120
3941,3,2,1,1.7,130,120
3942,5,3,2,3.15,136,280
3943,1,1,0,8.0,300,200
3945,5,4,2,5.5,275,300
3946,3,2,1,2.9,189,175
3947,4,3,2,3.2,236,400
3949,4,2,2,5.95,300,200
3950,4,2,3,8.0,462,300
3954,3,2,0,2.5,172,160
3958,4,2,2,4.1,164,250
3959,2,2,1,0.975,88,58
3961,3,1,0,0.95,83,80
3962,3,2,0,1.65,122,134
3964,4,4,1,3.99,176,250
3965,4,3,0,3.97,198,200
3966,3,1,1,2.37,172,160
3967,2,1,0,0.475,50,40
3969,3,2,1,3.2,144,190
3971,3,4,2,2.99,102,140
3973,3,2,0,1.2,80,110
3975,3,4,3,4.59,130,273
3976,2,2,2,1.49,160,120
3977,5,4,2,3.85,303,350
3980,4,2,1,2.4,140,120
3981,5,4,1,2.5,116,300
3983,4,2,1,2.8,327,300
3985,3,2,1,1.7,102,130
3986,7,3,0,2.4,196,258
3989,2,1,0,1.0,53,102
3990,1,4,2,4.5,213,320
3993,2,2,2,1.95,99,70
3994,5,5,0,1.1,165,165
3995,4,2,3,3.5,213,200
3996,3,2,5,15.2,400,300
3998,3,3,1,2.5,153,153
4000,2,2,0,1.6,163,100
4001,5,4,0,2.98,241,400
4002,1,1,0,0.8,60,60
4003,7,3,0,2.2,285,330
4005,2,3,1,1.45,70,83
4006,4,4,1,2.5,127,297
4007,3,1,0,0.6,72,72
4010,4,3,1,5.0,269,140
4014,4,2,2,12.5,453,220
4018,4,3,1,2.1,104,125
4019,4,3,4,4.5,430,300
4021,3,2,2,3.2,98,150
4026,5,3,1,1.5,92,211
4027,5,3,0,7.5,462,550
4028,5,2,1,2.8,146,91
4030,2,2,1,1.17,71,45
4031,2,2,0,1.65,110,77
4032,3,2,0,19.5,500,480
4037,8,3,1,9.5,404,256
4042,5,5,2,2.9,213,150
4043,2,2,1,2.37,172,160
4044,4,2,0,8.0,427,200
4046,3,2,8,8.0,427,200
4047,6,3,3,1.6,280,280
4048,4,4,1,0.9,140,140
4049,2,1,1,1.3,65,45
4050,4,2,0,3.5,198,180
4051,3,2,0,3.75,207,150
4058,2,1,0,1.65,90,70
4061,4,1,3,6.25,285,350
4062,3,2,10,2.22,150,100
4063,5,5,4,6.0,198,370
4064,3,2,0,1.2,65,130
4068,2,2,1,1.1,100,80
4071,5,4,0,4.25,325,400
4072,3,3,1,10.5,512,350
4074,5,4,2,6.0,390,299
4075,6,4,2,7.8,505,405
4076,5,5,2,3.5,186,180
4077,5,6,4,4.5,236,400
4078,3,2,2,7.0,164,450
4079,4,2,1,0.75,78,100
4080,1,1,0,0.5,55,35
4081,3,3,0,6.5,450,300
4082,3,2,1,2.6,260,195
4083,3,2,3,2.9,252,240
4086,4,3,3,5.0,510,400
4087,4,4,2,6.5,510,432
4088,4,3,2,2.5,291,175
4089,4,3,3,5.5,340,300
4090,3,3,2,3.75,300,190
4091,3,2,1,3.9,220,120
4092,4,4,2,6.5,360,300
4093,4,4,2,6.8,360,300
4094,4,4,0,6.8,360,300
4096,4,2,2,4.5,357,170
4097,3,3,0,5.75,400,275
4098,3,2,1,6.5,450,300
4099,3,3,1,6.5,450,300
4101,3,2,2,6.5,450,300
4102,6,4,2,2.2,375,250
4103,5,5,2,8.5,585,500
4104,4,3,2,7.5,510,500
4105,3,4,4,2.6,172,150
4106,4,3,2,8.0,584,450
4107,4,3,2,6.8,164,350
4109,4,4,1,0.92,168,300
4110,2,2,0,2.82,120,146
4112,5,3,2,3.9,360,266
4113,3,3,2,4.0,262,250
4114,5,4,1,6.7,390,299
4116,5,4,4,6.5,510,400
4119,3,3,0,5.6,349,370
4121,3,4,2,5.4,340,400
4123,5,3,2,18.0,620,400
4126,3,4,4,11.0,450,450
4129,3,2,0,2.7,255,158
4130,4,3,3,5.0,490,400
4134,3,2,2,6.4,400,274
4136,4,3,0,7.95,631,450
4137,5,4,0,3.3,243,300
4138,3,3,1,2.3,100,250
4139,3,2,0,7.9,450,300
4140,3,2,1,2.9,260,195
4141,5,3,1,5.2,500,425
4142,3,3,1,1.18,72,71
4143,5,2,1,6.25,546,400
4145,5,5,2,5.5,253,350
4146,5,4,5,4.75,513,350
4147,3,2,1,1.8,130,131
4148,5,3,3,3.1,550,450
4149,2,2,1,0.649,70,40
4150,3,2,1,1.9,120,160
4153,3,3,0,4.9,230,350
4154,5,6,0,4.5,236,400
4155,5,4,0,3.5,186,190
4156,3,3,2,3.75,200,300
4159,3,3,0,7.9,450,300
4161,3,2,1,2.5,291,175
4164,3,2,1,2.9,264,195
4166,3,2,2,7.0,510,350
4167,3,3,3,6.5,450,300
4169,5,3,2,3.9,360,256
4171,3,2,2,5.3,150,350
4172,3,3,5,4.5,521,300
4173,3,2,1,0.676,72,65
4175,4,3,2,7.0,540,380
4176,4,5,2,2.4,225,350
4178,3,3,0,4.0,262,250
4179,4,4,2,6.85,360,300
4180,4,3,0,6.9,510,400
4181,3,2,0,6.5,450,300
4182,4,2,1,4.5,357,170
4184,2,1,1,0.359,63,36
4185,3,2,2,3.85,302,150
4186,2,2,1,0.62,70,40
4187,3,3,1,2.8,120,146
4188,2,2,1,0.635,70,40
4193,4,3,2,3.0,300,300
4195,6,4,1,7.8,505,405
4197,4,3,1,7.5,360,300
4198,4,3,2,7.8,505,405
4199,5,4,0,8.8,616,300
4201,4,3,2,8.8,616,300
4202,2,3,4,5.0,391,170
4204,5,4,1,3.85,210,224
4206,3,3,2,5.5,387,225
4207,4,3,0,8.0,584,450
4210,3,2,1,1.35,161,157
4211,3,2,2,2.3,173,116
4212,4,3,2,6.0,510,275
4217,8,4,6,7.0,507,304
4219,4,2,0,4.5,445,300
4220,4,2,4,4.5,445,300
4221,4,3,1,5.75,339,370
4222,2,2,2,2.2,171,140
4223,4,3,2,6.75,540,380
4226,3,3,0,5.99,349,370
4228,2,1,1,0.7,132,80
4229,3,4,0,8.5,600,500
4230,4,3,0,8.5,510,400
4232,3,3,2,6.5,450,300
4236,8,4,5,7.0,234,300
4237,8,7,0,2.5,200,300
4242,4,3,2,6.75,510,360
4243,4,3,0,3.2,180,330
4245,4,5,0,3.5,226,300
4248,5,4,0,3.5,186,180
4249,5,6,1,4.5,236,400
4252,4,3,0,2.5,178,143
4254,2,1,0,0.39,34,70
4256,3,3,1,5.75,400,275
4257,3,5,1,2.6,172,150
4258,3,3,0,8.5,450,300
4260,3,3,1,2.8,200,165
4261,4,3,1,4.8,500,350
4263,4,3,1,8.3,341,450
4268,5,5,0,3.6,198,200
4270,3,2,1,2.43,112,114
4273,3,4,2,11.0,450,450
4275,4,4,2,4.5,300,360
4277,3,3,8,7.5,510,500
4278,3,3,4,8.5,585,500
4279,3,5,1,2.5,172,150
4280,4,5,2,5.4,340,400
4283,5,3,2,6.75,450,500
4288,4,4,2,4.2,300,360
4290,3,5,3,2.6,172,150
4292,3,2,1,6.5,216,376
4293,2,1,2,2.98,342,350
4294,5,6,0,5.5,235,370
4296,5,5,2,5.97,510,475
4297,3,2,0,3.0,219,250
4299,4,4,0,4.85,194,78
4300,3,2,1,7.0,175,300
4301,4,3,2,7.0,510,350
4308,3,3,1,2.5,163,150
4313,4,3,1,2.9,120,222
4317,4,3,2,8.0,600,425
4319,4,4,0,4.5,270,350
4320,4,4,2,4.5,270,350
4321,6,6,4,6.75,360,450
4322,4,4,0,5.0,315,215
4323,3,2,3,2.7,264,264
4326,4,4,0,5.4,339,370
4327,4,3,0,9.5,404,350
4332,3,3,4,10.0,450,500
4333,4,4,2,6.0,365,500
4336,4,3,0,8.0,600,420
4340,5,5,0,5.0,501,300
4342,1,2,0,1.3,53,80
4343,3,3,1,2.85,205,175
4346,6,6,3,19.0,612,420
4347,5,4,4,16.0,587,300
4350,4,4,1,3.4,264,244
4351,4,3,3,5.0,521,120
4353,4,3,0,9.5,404,375
4357,4,2,1,4.5,510,480
4361,4,4,2,4.85,300,250
4362,4,4,3,3.0,200,300
4363,3,3,1,3.8,200,300
4364,4,3,0,6.9,164,350
4367,4,4,1,5.5,258,378
4368,4,4,0,5.5,258,378
4369,4,3,2,10.0,360,500
4371,4,3,2,3.85,258,210
4372,5,4,0,3.95,210,250
4374,3,3,0,10.0,450,500
4376,2,1,0,0.5,40,60
4377,4,4,2,6.9,510,400
4380,4,4,2,8.5,450,300
4385,6,4,1,4.8,290,250
4386,5,4,2,7.5,232,300
4389,6,3,4,25.0,460,400
4391,3,3,6,16.0,362,444
4392,4,3,0,1.3,100,250
4394,4,2,1,0.998,135,200
4395,5,4,2,5.5,554,360
4397,4,3,2,2.2,130,131
4400,4,3,2,3.4,135,224
4401,6,4,1,2.0,112,250
4402,5,2,0,13.5,408,350
4405,2,2,0,1.2,135,130
4407,4,4,2,4.3,203,228
4409,4,2,1,1.66,89,178
4413,6,4,0,3.1,166,240
4414,4,3,0,1.8,114,250
4416,6,5,0,24.0,460,346
4418,6,2,1,5.0,230,200
4419,5,2,0,0.8,106,106
4420,5,2,1,1.4,98,170
4422,7,6,4,5.0,319,350
4423,5,3,3,6.0,330,250
4425,1,1,3,13.0,463,205
4436,8,4,2,2.5,80,168
4440,3,3,0,7.0,190,210
4442,5,3,1,9.0,443,243
4443,4,5,1,8.0,550,293
4444,3,2,1,4.0,320,170
4445,4,3,1,2.65,246,150
4452,8,5,2,3.5,140,400
4453,7,4,0,0.49,98,120
4456,3,3,1,3.65,300,135
4457,4,2,1,7.5,228,150
4459,3,2,2,3.0,127,150
4461,6,6,1,0.65,127,250
4464,6,3,2,7.0,392,300
4469,4,1,0,11.0,300,300
4474,5,4,1,5.5,232,400
4478,1,2,2,1.9,95,140
4479,4,3,1,3.7,162,210
4480,4,3,1,3.5,173,235
4484,5,3,2,14.0,466,350
4486,5,4,0,7.2,550,300
4492,4,3,1,3.9,301,226
4494,6,4,1,3.27,166,240
4499,4,5,3,6.5,550,293
4501,5,5,0,6.3,232,300
4503,7,4,2,1.75,120,200
4506,6,4,0,3.27,166,240
4507,4,3,2,6.5,265,300
4509,8,6,2,13.5,400,550
4510,4,3,0,3.4,280,200
4512,4,5,1,2.5,150,257
4513,1,2,0,7.9,352,352
4518,6,3,6,7.2,557,300
4519,6,3,1,3.0,300,300
4520,4,3,2,3.29,119,264
4521,3,3,2,4.4,355,250
4525,7,4,0,1.75,140,200
4528,2,1,1,1.2,98,80
4529,4,2,0,1.4,99,200
4530,3,2,2,3.5,300,172
4531,4,3,1,2.79,246,140
4533,5,3,1,17.5,500,400
4540,3,2,1,2.98,165,96
4542,5,2,0,0.9,86,156
4543,5,4,2,3.0,248,250
4545,3,2,0,0.7,70,45
4547,5,5,4,14.5,427,540
4548,4,5,2,10.0,602,450
4549,3,2,0,1.3,81,156
4550,4,4,0,8.0,501,221
4551,3,3,2,8.0,332,250
4557,3,2,2,0.676,72,65
4565,6,3,1,3.19,166,250
4568,3,3,1,5.5,173,250
4570,4,3,0,5.0,326,223
4571,5,3,1,2.8,105,104
4572,4,3,2,2.71,117,122
4573,4,4,1,2.8,128,150
4574,4,3,2,2.6,135,142
4575,2,1,0,0.433,66,60
4576,4,3,2,2.6,120,115
4577,3,2,0,2.6,120,105
4578,5,4,3,5.0,228,252
4579,3,2,1,2.2,90,75
4580,4,3,1,10.0,300,375
4581,3,2,1,0.597,90,120
4582,4,2,0,2.6,105,90
4583,4,2,0,2.3,105,97
4584,3,2,1,2.85,162,124
4585,4,2,1,2.45,105,104
4586,4,3,0,1.95,180,120
4587,2,2,1,1.15,66,54
4588,2,2,1,1.6,108,62
4589,4,2,2,1.1,108,150
4591,4,3,1,2.2,112,140
4592,2,1,0,0.85,90,42
4593,2,2,1,1.9,117,100
4594,4,4,0,4.2,180,215
4595,2,2,0,1.25,66,62
4596,3,1,1,0.575,84,60
4597,4,3,1,4.0,144,172
4598,4,3,1,3.3,164,140
4599,2,2,1,1.35,66,54
4600,4,4,1,2.65,144,157
4602,2,2,1,2.9,128,133
4603,2,2,1,1.3,66,54
4604,4,3,2,3.36,150,135
4606,3,3,1,2.8,112,132
4607,2,1,1,0.65,72,50
4608,2,1,1,0.57,60,40
4609,2,2,1,1.95,105,118
4610,2,2,0,1.35,66,70
4611,4,3,2,6.5,302,253
4612,2,1,1,0.6,84,60
4613,3,2,0,1.89,90,75
4614,2,1,1,0.65,144,100
4615,4,2,1,1.85,140,200
4618,3,3,10,2.95,144,157
4620,3,3,1,2.75,120,142
4621,3,3,1,3.2,135,147
4622,3,2,1,2.25,105,130
4623,3,2,1,2.35,105,130
4624,3,3,1,4.0,144,160
4625,5,3,3,3.7,600,450
4626,2,1,1,0.65,84,50
4627,2,1,1,0.625,72,41
4628,5,4,1,7.0,300,388
4629,3,2,2,1.39,107,150
4630,2,2,1,1.35,66,66
4631,2,1,1,0.625,62,38
4632,2,2,1,0.952,69,65
4633,2,1,1,0.575,84,60
4634,3,2,1,1.7,105,77
4635,4,3,2,2.3,132,130
4636,2,2,1,1.6,109,62
4637,3,3,0,2.3,132,130
4638,5,3,0,2.1,185,180
4639,3,2,0,0.672,61,69
4640,3,2,0,0.672,62,69
4641,3,2,0,3.5,120,142
4642,2,2,1,1.55,66,54
4643,3,2,0,0.75,84,100
4644,2,2,0,1.55,77,21
4645,4,2,1,1.3,112,120
4647,2,1,1,0.85,90,42
4648,2,2,1,1.35,66,55
4654,3,2,0,0.672,60,68
4655,4,3,0,2.85,120,137
4656,3,2,2,0.755,218,128
4657,2,1,1,2.8,128,133
4658,2,2,0,2.9,128,133
4659,2,2,1,1.7,77,105
4660,4,3,2,3.4,162,182
4661,4,3,1,5.45,305,216
4662,2,1,1,0.55,90,70
4663,2,2,0,0.75,90,75
4664,4,2,1,1.2,118,120
4665,4,2,1,0.99,90,120
4666,4,3,1,1.3,130,200
4668,4,1,2,2.6,135,142
4669,2,1,1,0.65,90,60
4670,3,2,2,2.0,90,75
4671,3,1,1,0.75,72,89
4672,4,2,0,0.95,84,180
4673,2,2,0,1.35,66,54
4674,2,2,1,1.2,77,62
4675,2,1,1,0.175,55,40
4676,3,3,0,1.3,90,86
4677,3,2,1,0.79,92,130
4678,2,2,0,1.9,117,100
4680,2,1,1,0.525,60,60
4682,4,2,0,2.2,105,97
4683,2,2,0,1.6,105,75
4684,5,5,2,6.7,232,252
4685,4,4,1,2.5,128,133
4686,4,3,0,5.35,162,210
4687,3,2,0,2.25,105,130
4688,4,3,0,2.3,132,130
4689,2,2,0,1.78,105,77
4690,2,2,0,3.1,163,77
4691,3,2,0,1.25,107,103
4692,2,2,1,1.25,66,66
4693,3,3,1,2.7,120,144
4694,3,2,0,2.5,105,115
4695,4,3,1,2.7,120,130
4696,6,3,1,2.25,238,230
4697,2,2,0,1.7,105,80
4698,2,2,1,1.75,77,105
4700,4,2,0,2.8,105,104
4701,2,1,0,0.8,105,48
4702,5,3,0,3.3,450,550
4703,3,3,1,0.9,175,250
4704,3,2,0,2.5,280,500
4705,3,3,1,1.2,66,54
4707,2,1,0,1.0,90,120
4708,4,3,0,2.8,105,130
4709,2,2,0,2.5,105,69
4710,2,2,0,1.7,105,75
4711,2,2,1,1.67,105,75
4712,2,2,1,1.7,109,62
4713,2,2,1,1.85,117,77
4715,3,1,0,0.8,116,90
4716,2,1,1,1.24,135,49
4717,4,4,1,1.0,147,118
4718,3,2,1,2.66,105,115
4719,5,4,4,6.7,232,252
4720,3,2,1,2.5,105,115
4724,2,1,1,0.65,84,54
4725,4,4,0,2.39,105,150
4727,4,3,1,7.0,228,252
4728,2,1,0,0.45,72,45
4729,3,2,1,2.9,162,124
4731,2,2,0,1.2,66,66
4732,4,2,0,2.25,105,97
4734,3,2,2,0.875,187,100
4735,2,1,1,2.55,128,133
4736,2,1,1,0.595,84,75
4737,3,2,1,2.8,162,124
4738,2,2,0,1.3,77,71
4739,3,2,0,1.7,90,75
4740,4,4,0,5.0,294,223
4742,3,3,1,2.5,128,148
4743,3,3,1,2.95,144,157
4744,2,2,1,1.7,108,62
4745,2,2,0,0.625,90,60
4746,3,3,0,2.8,112,132
4748,3,2,0,2.8,168,124
4750,4,3,1,1.2,114,80
4755,4,3,1,3.75,144,200
4756,3,2,0,0.75,60,98
4757,4,3,0,4.77,216,261
4758,2,1,1,0.456,72,45
4759,2,1,1,0.351,72,40
4760,4,4,0,4.5,180,215
4761,2,1,1,0.95,91,51
4763,2,1,1,0.285,72,50
4764,3,2,1,1.45,133,100
4765,2,1,1,0.0235,36,60
4766,6,3,0,1.45,120,150
4767,3,2,0,0.97,60,70
4768,3,2,0,0.955,60,70
4769,4,2,2,1.8,230,278
4771,8,2,1,1.25,119,213
4772,4,3,2,1.4,168,300
4773,4,3,2,2.0,178,150
4774,4,3,2,1.5,168,340
4776,3,2,1,1.6,89,171
4777,2,1,1,1.25,112,51
4779,4,1,0,1.75,163,142
4781,1,2,2,3.2,495,500
4782,2,1,2,2.1,280,170
4783,4,3,1,0.9,91,125
4785,2,1,1,0.265,72,45
4786,3,2,0,2.0,121,198
4788,4,2,1,1.2,100,180
4789,3,3,1,1.7,109,60
4790,7,4,0,0.65,66,120
4791,3,3,0,1.2,190,130
4793,3,2,2,2.8,201,120
4794,3,2,1,1.4,169,145
4795,2,1,0,0.95,112,61
4797,4,4,0,0.8,70,70
4798,4,4,1,1.11,147,100
4799,3,2,1,1.5,169,145
4802,2,1,0,0.202,60,30
4804,3,2,1,1.55,180,140
4805,2,1,3,2.1,280,170
4806,4,4,4,3.9,500,510
4807,4,1,1,0.635,81,96
4809,1,1,1,0.35,72,50
4810,3,2,2,4.0,302,200
4811,2,2,2,1.22,100,100
4812,1,1,1,0.175,40,22
4813,2,2,1,1.25,162,95
4814,3,3,1,1.9,140,180
4815,4,3,1,0.999,144,150
4816,5,4,1,2.6,220,250
4817,3,2,2,1.3,108,100
4818,3,3,3,5.8,345,400
4822,7,4,0,2.8,215,350
4824,4,3,0,5.0,528,368
4826,5,3,2,1.7,117,270
4827,3,2,1,1.59,108,100
4828,6,1,1,1.78,225,220
4831,3,2,0,0.75,102,90
4832,3,3,1,1.2,120,100
4833,2,1,4,2.0,280,170
4834,4,3,1,1.5,168,300
4835,2,1,1,0.162,60,30
4837,5,4,2,1.65,130,200
4838,5,3,2,1.5,120,200
4839,8,4,1,2.5,180,400
4840,3,2,0,1.32,156,200
4841,4,2,0,1.6,130,170
4842,1,1,0,8.5,593,300
4844,2,1,1,0.901,95,90
4845,3,2,2,1.47,101,130
4846,4,3,0,1.85,136,176
4847,4,2,0,1.85,158,220
4848,4,3,1,9.85,91,95
4850,3,2,4,2.1,280,170
4851,3,2,0,1.9,280,170
4854,3,1,3,1.9,160,120
4855,2,1,4,2.1,280,170
4858,3,2,1,1.22,100,100
4859,2,2,0,3.9,234,100
4860,1,1,0,0.175,40,22
4861,2,2,1,1.05,91,52
4862,4,3,1,1.65,168,320
4864,4,2,1,1.6,109,140
4866,1,1,1,0.135,30,21
4869,2,3,3,2.2,264,264
4872,4,2,2,2.5,279,290
4873,4,5,1,1.9,202,150
4876,3,2,1,2.0,170,200
4877,6,3,0,1.35,70,140
4882,5,1,1,3.5,353,253
4885,4,4,1,3.9,507,500
4886,4,4,1,4.0,216,300
4888,4,3,3,6.15,563,520
4890,3,2,1,1.2,108,100
4891,3,2,1,1.35,133,120
4892,3,3,1,2.3,280,170
4893,7,2,1,1.85,330,200
4894,2,1,0,1.8,187,150
4896,4,2,2,4.0,164,375
4897,8,7,4,30.0,555,450
4898,4,3,1,3.5,138,360
4899,3,2,3,5.5,251,413
4900,5,3,1,1.7,140,270
4901,5,4,0,3.35,293,247
4905,3,3,1,1.6,150,210
4906,3,2,1,1.76,180,140
4907,2,1,1,1.27,112,61
4908,3,2,1,2.1,121,198
4911,5,2,1,1.2,195,140
4912,2,2,1,1.1,90,150
4914,7,3,1,2.5,450,250
4916,5,2,0,1.2,144,100
4918,2,1,1,1.14,102,51
4922,3,2,2,1.7,89,170
4923,2,1,1,0.95,80,48
4924,5,5,1,5.5,394,394
4925,3,2,1,1.0,108,96
4927,5,3,0,2.75,138,200
4928,4,1,1,1.75,163,142
4929,4,2,2,0.95,120,140
4930,2,2,2,1.45,72,129
4931,3,2,2,5.5,251,413
4950,5,4,3,1.92,102,264
4955,4,2,1,2.2,194,160
4956,3,1,1,0.95,120,100
4957,3,2,2,1.6,161,80
4958,3,2,1,0.98,119,110
4959,4,3,1,0.95,78,180
4960,3,2,1,1.12,136,100
4961,3,1,1,0.43,108,70
4965,3,2,2,3.5,256,237
4966,3,2,1,0.35,50,56
4967,4,2,2,1.4,127,200
4968,2,1,1,0.27,60,40
4969,3,2,1,1.45,169,145
4970,6,4,2,2.5,182,320
4972,3,2,1,1.35,101,130
4977,4,3,1,2.5,155,210
4981,4,2,2,5.8,345,400
4982,4,4,2,7.5,320,500
4984,4,2,0,0.995,97,130
4985,4,3,2,1.5,168,300
4986,3,2,1,1.7,169,145
4987,5,3,1,1.2,140,160
4988,4,3,1,1.5,168,336
4990,4,4,2,6.8,288,400
4992,4,3,2,8.3,321,300
4993,2,2,0,4.7,333,450
4994,4,4,2,7.9,320,450
4995,5,5,2,3.8,145,275
4996,3,3,2,3.75,145,250
4997,3,2,5,2.8,156,160
4999,3,2,0,0.8,130,72
5001,5,6,10,6.8,288,400
5003,1,1,1,3.6,267,267
5004,7,4,1,8.5,376,500
5005,5,6,2,6.8,288,400
5006,4,4,0,7.8,311,465
5007,6,2,1,3.5,233,250
5008,4,4,1,1.7,72,130
5009,6,4,1,6.0,224,216
5012,4,4,1,7.8,311,456
5014,4,4,2,1.95,112,180
5015,6,4,2,1.79,213,279
5016,4,2,0,1.65,126,145
5018,4,4,2,8.25,311,465
5020,3,2,0,0.55,78,180
5021,4,3,2,1.9,224,126
5024,3,1,1,3.8,190,170
5025,5,3,0,6.8,225,283
5026,4,4,2,3.8,145,280
5028,3,2,2,3.9,230,230
5029,4,4,4,18.5,478,500
5031,4,2,0,3.0,300,200
5032,2,2,0,5.0,165,200
5034,6,5,3,9.5,524,430
5035,3,2,2,6.7,261,200
5037,5,3,0,6.6,283,220
5038,1,3,3,4.0,175,280
5039,4,6,1,3.5,250,300
5040,7,4,2,5.8,410,300
5041,4,4,0,18.0,478,500
5044,5,3,2,5.62,308,295
5046,7,5,2,2.5,219,400
5047,7,6,3,8.9,380,500
5048,4,3,1,1.65,105,170
5053,3,2,2,2.0,112,180
5055,6,4,1,10.0,190,320
5056,7,2,1,4.9,191,160
5057,3,2,1,1.6,131,200
5059,2,1,0,0.5,59,50
5061,5,2,0,3.25,140,1
5063,6,3,0,8.5,408,500
5064,6,3,0,4.5,390,262
5065,4,2,0,1.71,160,120
5066,2,1,1,2.5,185,160
5068,6,4,1,12.8,325,205
5069,6,3,1,10.0,277,400
5070,3,2,0,1.5,90,106
5071,4,4,0,2.7,155,265
5072,4,2,2,2.4,196,109
5074,4,4,2,2.75,187,185
5075,4,2,2,2.3,257,300
5076,4,3,0,2.6,120,145
5077,7,4,0,2.8,142,240
5078,3,2,0,0.625,56,78
5079,5,3,0,7.0,190,230
5080,4,4,2,2.1,102,160
5082,3,2,0,2.0,221,165
5083,5,2,0,2.0,210,169
5084,6,4,2,3.8,365,300
5085,3,4,1,2.1,114,170
5086,4,2,2,3.9,210,230
5087,4,4,2,7.8,311,465
5089,3,3,1,3.9,265,350
5090,4,4,1,1.65,80,120
5091,3,2,0,1.55,72,110
5092,4,1,2,2.65,300,200
5093,6,4,2,4.9,410,300
5094,3,1,0,5.0,400,500
5096,7,4,2,0.15,183,270
5097,7,2,1,2.3,241,300
5100,3,2,0,0.565,70,46
5101,3,3,0,2.85,187,185
5103,4,3,0,2.9,112,170
5104,3,3,0,2.7,187,185
5106,4,2,0,1.9,220,134
5107,3,3,0,3.2,213,150
5108,6,2,0,1.95,230,200
5110,4,3,0,2.5,180,99
5111,7,5,1,2.5,219,400
5112,8,5,0,2.5,219,400
5116,3,2,2,2.2,224,126
5117,3,2,0,0.685,101,90
5122,7,5,2,10.0,410,350
5123,4,4,2,8.5,288,400
5124,3,3,1,3.5,213,100
5125,4,4,1,8.25,320,450
5126,3,3,0,2.15,117,165
5127,3,3,2,2.15,117,165
5129,4,2,0,0.75,90,200
5131,6,4,2,13.5,472,300
5132,3,2,0,0.85,142,76
5135,2,1,0,0.79,86,65
5136,4,3,0,3.2,130,185
5137,5,3,2,6.8,225,283
5138,3,2,1,3.25,195,220
5139,2,1,1,2.25,164,104
5140,5,5,10,12.5,568,500
